nome_distrito;dengue_diagnosis;ano;mes;chave;precipitacao (mm);temperatura (°C);umidade ar (%);densidade_demografica;t-1;t-2;t-3;precipitacao (mm)-1;temperatura (°C)-1;umidade ar (%)-1;cod_distrito
CENTRO;14;2019;4;3,71492E+23;238.0;21.8;85.52;10646.12;6;5;1;80.2;22.99;78.65;3,71492E+18
CENTRO;18;2019;5;3,71492E+23;250.6;19.06;90.15;10646.12;14;6;5;238.0;21.8;85.52;3,71492E+18
CENTRO;18;2019;6;3,71492E+23;67.8;18.47;79.23;10646.12;18;14;6;250.6;19.06;90.15;3,71492E+18
CENTRO;4;2019;7;3,71492E+23;134.2;13.65;80.61;10646.12;18;18;14;67.8;18.47;79.23;3,71492E+18
CENTRO;3;2019;8;3,71492E+23;79.4;15.57;74.54;10646.12;4;18;18;134.2;13.65;80.61;3,71492E+18
CENTRO;4;2019;9;3,71492E+23;90.8;16.91;76.06;10646.12;3;4;18;79.4;15.57;74.54;3,71492E+18
CENTRO;3;2019;10;3,71492E+24;277.0;20.59;78.76;10646.12;4;3;4;90.8;16.91;76.06;3,71492E+18
CENTRO;4;2019;11;3,71492E+24;91.2;22.24;73.57;10646.12;3;4;3;277.0;20.59;78.76;3,71492E+18
CENTRO;6;2019;12;3,71492E+24;19.2;24.81;61.11;10646.12;4;3;4;91.2;22.24;73.57;3,71492E+18
CENTRO;17;2020;1;3,71492E+23;81.6;25.32;70.41;10646.12;6;4;3;19.2;24.81;61.11;3,71492E+18
CENTRO;7;2020;2;3,71492E+23;83.0;24.81;68.1;10646.12;17;6;4;81.6;25.32;70.41;3,71492E+18
CENTRO;7;2020;3;3,71492E+23;23.4;24.48;71.13;10646.12;7;17;6;83.0;24.81;68.1;3,71492E+18
CENTRO;5;2020;4;3,71492E+23;30.8;20.44;70.94;10646.12;7;7;17;23.4;24.48;71.13;3,71492E+18
CENTRO;2;2020;5;3,71492E+23;132.2;16.83;74.98;10646.12;5;7;7;30.8;20.44;70.94;3,71492E+18
CENTRO;4;2020;6;3,71492E+23;235.2;16.45;79.76;10646.12;2;5;7;132.2;16.83;74.98;3,71492E+18
CENTRO;1;2020;7;3,71492E+23;262.0;13.73;78.43;10646.12;4;2;5;235.2;16.45;79.76;3,71492E+18
CENTRO;0;2020;8;3,71492E+23;78.4;16.1;75.38;10646.12;1;4;2;262.0;13.73;78.43;3,71492E+18
CENTRO;0;2020;9;3,71492E+23;230.2;16.87;81.81;10646.12;0;1;4;78.4;16.1;75.38;3,71492E+18
CENTRO;0;2020;10;3,71492E+24;97.0;19.36;76.87;10646.12;0;0;1;230.2;16.87;81.81;3,71492E+18
CENTRO;1;2020;11;3,71492E+24;52.4;21.7;72.57;10646.12;0;0;0;97.0;19.36;76.87;3,71492E+18
CENTRO;2;2020;12;3,71492E+24;104.4;23.86;71.45;10646.12;1;0;0;52.4;21.7;72.57;3,71492E+18
CENTRO;0;2021;1;3,71492E+23;129.0;24.93;70.98;10646.12;2;1;0;104.4;23.86;71.45;3,71492E+18
CENTRO;0;2021;2;3,71492E+23;30.2;24.56;72.08;10646.12;0;2;1;129.0;24.93;70.98;3,71492E+18
CENTRO;1;2021;3;3,71492E+23;79.2;23.69;77.53;10646.12;0;0;2;30.2;24.56;72.08;3,71492E+18
CENTRO;4;2021;4;3,71492E+23;27.0;21.77;71.68;10646.12;1;0;0;79.2;23.69;77.53;3,71492E+18
CENTRO;6;2021;5;3,71492E+23;164.8;15.51;76.38;10646.12;4;1;0;27.0;21.77;71.68;3,71492E+18
CENTRO;1;2021;6;3,71492E+23;173.2;14.38;81.87;10646.12;6;4;1;164.8;15.51;76.38;3,71492E+18
CENTRO;1;2021;7;3,71492E+23;46.6;13.59;77.22;10646.12;1;6;4;173.2;14.38;81.87;3,71492E+18
CENTRO;0;2021;8;3,71492E+23;135.0;16.54;80.21;10646.12;1;1;6;46.6;13.59;77.22;3,71492E+18
CENTRO;1;2021;9;3,71492E+23;202.2;18.21;79.4;10646.12;0;1;1;135.0;16.54;80.21;3,71492E+18
CENTRO;2;2021;10;3,71492E+24;60.4;19.68;71.96;10646.12;1;0;1;202.2;18.21;79.4;3,71492E+18
CENTRO;2;2021;11;3,71492E+24;85.0;21.9;69.75;10646.12;2;1;0;60.4;19.68;71.96;3,71492E+18
CENTRO;3;2021;12;3,71492E+24;88.4;23.12;72.17;10646.12;2;2;1;85.0;21.9;69.75;3,71492E+18
CENTRO;3;2022;1;3,71492E+23;195.2;26.21;71.14;10646.12;3;2;2;88.4;23.12;72.17;3,71492E+18
CENTRO;5;2022;2;3,71492E+23;29.0;25.2;71.01;10646.12;3;3;2;195.2;26.21;71.14;3,71492E+18
CENTRO;125;2022;3;3,71492E+23;184.8;22.67;76.84;10646.12;5;3;3;29.0;25.2;71.01;3,71492E+18
CENTRO;345;2022;4;3,71492E+23;116.2;19.8;79.07;10646.12;125;5;3;184.8;22.67;76.84;3,71492E+18
CENTRO;161;2022;5;3,71492E+23;153.8;15.64;84.43;10646.12;345;125;5;116.2;19.8;79.07;3,71492E+18
CENTRO;28;2022;6;3,71492E+23;99.0;13.1;83.77;10646.12;161;345;125;153.8;15.64;84.43;3,71492E+18
CENTRO;12;2022;7;3,71492E+23;150.2;16.35;83.82;10646.12;28;161;345;99.0;13.1;83.77;3,71492E+18
CENTRO;6;2022;8;3,71492E+23;103.6;15.15;78.73;10646.12;12;28;161;150.2;16.35;83.82;3,71492E+18
CENTRO;4;2022;9;3,71492E+23;73.2;16.52;75.62;10646.12;6;12;28;103.6;15.15;78.73;3,71492E+18
CENTRO;5;2022;10;3,71492E+24;96.2;19.02;75.58;10646.12;4;6;12;73.2;16.52;75.62;3,71492E+18
CENTRO;4;2022;11;3,71492E+24;52.2;20.99;70.63;10646.12;5;4;6;96.2;19.02;75.58;3,71492E+18
CENTRO;12;2022;12;3,71492E+24;63.6;23.97;70.19;10646.12;4;5;4;52.2;20.99;70.63;3,71492E+18
CENTRO SUL;10;2017;1;2,28383E+23;194.8;25.37;77.69;3847.64;10;6;2;194.8;25.37;77.69;2,28383E+18
CENTRO SUL;4;2017;2;2,28383E+23;43.0;26.21;77.29;3847.64;10;10;6;194.8;25.37;77.69;2,28383E+18
CENTRO SUL;6;2017;3;2,28383E+23;162.2;23.32;78.28;3847.64;4;10;10;43.0;26.21;77.29;2,28383E+18
CENTRO SUL;2;2017;4;2,28383E+23;113.0;20.35;78.93;3847.64;6;4;10;162.2;23.32;78.28;2,28383E+18
CENTRO SUL;0;2017;5;2,28383E+23;179.8;18.44;86.78;3847.64;2;6;4;113.0;20.35;78.93;2,28383E+18
CENTRO SUL;3;2017;6;2,28383E+23;197.0;16.14;84.48;3847.64;0;2;6;179.8;18.44;86.78;2,28383E+18
CENTRO SUL;2;2017;7;2,28383E+23;17.0;16.8;75.65;3847.64;3;0;2;197.0;16.14;84.48;2,28383E+18
CENTRO SUL;0;2017;8;2,28383E+23;104.4;17.48;80.06;3847.64;2;3;0;17.0;16.8;75.65;2,28383E+18
CENTRO SUL;1;2017;9;2,28383E+23;166.4;20.31;81.49;3847.64;0;2;3;104.4;17.48;80.06;2,28383E+18
CENTRO SUL;0;2017;10;2,28383E+24;289.8;20.0;78.24;3847.64;1;0;2;166.4;20.31;81.49;2,28383E+18
CENTRO SUL;2;2017;11;2,28383E+24;136.0;20.72;73.89;3847.64;0;1;0;289.8;20.0;78.24;2,28383E+18
CENTRO SUL;3;2017;12;2,28383E+24;153.2;23.86;76.55;3847.64;2;0;1;136.0;20.72;73.89;2,28383E+18
CENTRO SUL;3;2018;1;2,28383E+23;149.8;24.55;77.28;3847.64;3;2;0;153.2;23.86;76.55;2,28383E+18
CENTRO SUL;2;2018;2;2,28383E+23;110.4;23.78;77.16;3847.64;3;3;2;149.8;24.55;77.28;2,28383E+18
CENTRO SUL;2;2018;3;2,28383E+23;116.6;22.99;79.94;3847.64;2;3;3;110.4;23.78;77.16;2,28383E+18
CENTRO SUL;0;2018;4;2,28383E+23;88.8;23.14;81.22;3847.64;2;2;3;116.6;22.99;79.94;2,28383E+18
CENTRO SUL;0;2018;5;2,28383E+23;91.8;18.05;82.33;3847.64;0;2;2;88.8;23.14;81.22;2,28383E+18
CENTRO SUL;0;2018;6;2,28383E+23;145.2;13.28;86.15;3847.64;0;0;2;91.8;18.05;82.33;2,28383E+18
CENTRO SUL;0;2018;7;2,28383E+23;167.6;14.52;87.67;3847.64;0;0;0;145.2;13.28;86.15;2,28383E+18
CENTRO SUL;0;2018;8;2,28383E+23;147.2;14.08;82.36;3847.64;0;0;0;167.6;14.52;87.67;2,28383E+18
CENTRO SUL;2;2018;9;2,28383E+23;147.0;19.11;83.8;3847.64;0;0;0;147.2;14.08;82.36;2,28383E+18
CENTRO SUL;0;2018;10;2,28383E+24;91.6;20.03;77.69;3847.64;2;0;0;147.0;19.11;83.8;2,28383E+18
CENTRO SUL;0;2018;11;2,28383E+24;129.2;22.58;74.61;3847.64;0;2;0;91.6;20.03;77.69;2,28383E+18
CENTRO SUL;0;2018;12;2,28383E+24;61.4;23.98;73.18;3847.64;0;0;2;129.2;22.58;74.61;2,28383E+18
CENTRO SUL;0;2019;1;2,28383E+23;117.6;26.66;77.85;3847.64;0;0;0;61.4;23.98;73.18;2,28383E+18
CENTRO SUL;2;2019;2;2,28383E+23;95.8;24.58;76.44;3847.64;0;0;0;117.6;26.66;77.85;2,28383E+18
CENTRO SUL;0;2019;3;2,28383E+23;80.2;22.99;78.65;3847.64;2;0;0;95.8;24.58;76.44;2,28383E+18
CENTRO SUL;3;2019;4;2,28383E+23;238.0;21.8;85.52;3847.64;0;2;0;80.2;22.99;78.65;2,28383E+18
CENTRO SUL;12;2019;5;2,28383E+23;250.6;19.06;90.15;3847.64;3;0;2;238.0;21.8;85.52;2,28383E+18
CENTRO SUL;5;2019;6;2,28383E+23;67.8;18.47;79.23;3847.64;12;3;0;250.6;19.06;90.15;2,28383E+18
CENTRO SUL;1;2019;7;2,28383E+23;134.2;13.65;80.61;3847.64;5;12;3;67.8;18.47;79.23;2,28383E+18
CENTRO SUL;3;2019;8;2,28383E+23;79.4;15.57;74.54;3847.64;1;5;12;134.2;13.65;80.61;2,28383E+18
CENTRO SUL;1;2019;9;2,28383E+23;90.8;16.91;76.06;3847.64;3;1;5;79.4;15.57;74.54;2,28383E+18
CENTRO SUL;1;2019;10;2,28383E+24;277.0;20.59;78.76;3847.64;1;3;1;90.8;16.91;76.06;2,28383E+18
CENTRO SUL;1;2019;11;2,28383E+24;91.2;22.24;73.57;3847.64;1;1;3;277.0;20.59;78.76;2,28383E+18
CENTRO SUL;0;2019;12;2,28383E+24;19.2;24.81;61.11;3847.64;1;1;1;91.2;22.24;73.57;2,28383E+18
CENTRO SUL;1;2020;1;2,28383E+23;81.6;25.32;70.41;3847.64;0;1;1;19.2;24.81;61.11;2,28383E+18
CENTRO SUL;4;2020;2;2,28383E+23;83.0;24.81;68.1;3847.64;1;0;1;81.6;25.32;70.41;2,28383E+18
CENTRO SUL;2;2020;3;2,28383E+23;23.4;24.48;71.13;3847.64;4;1;0;83.0;24.81;68.1;2,28383E+18
CENTRO SUL;1;2020;4;2,28383E+23;30.8;20.44;70.94;3847.64;2;4;1;23.4;24.48;71.13;2,28383E+18
CENTRO SUL;1;2020;5;2,28383E+23;132.2;16.83;74.98;3847.64;1;2;4;30.8;20.44;70.94;2,28383E+18
CENTRO SUL;0;2020;6;2,28383E+23;235.2;16.45;79.76;3847.64;1;1;2;132.2;16.83;74.98;2,28383E+18
CENTRO SUL;0;2020;7;2,28383E+23;262.0;13.73;78.43;3847.64;0;1;1;235.2;16.45;79.76;2,28383E+18
CENTRO SUL;0;2020;8;2,28383E+23;78.4;16.1;75.38;3847.64;0;0;1;262.0;13.73;78.43;2,28383E+18
CENTRO SUL;0;2020;9;2,28383E+23;230.2;16.87;81.81;3847.64;0;0;0;78.4;16.1;75.38;2,28383E+18
CENTRO SUL;0;2020;10;2,28383E+24;97.0;19.36;76.87;3847.64;0;0;0;230.2;16.87;81.81;2,28383E+18
CENTRO SUL;0;2020;11;2,28383E+24;52.4;21.7;72.57;3847.64;0;0;0;97.0;19.36;76.87;2,28383E+18
CENTRO SUL;0;2020;12;2,28383E+24;104.4;23.86;71.45;3847.64;0;0;0;52.4;21.7;72.57;2,28383E+18
CENTRO SUL;1;2021;1;2,28383E+23;129.0;24.93;70.98;3847.64;0;0;0;104.4;23.86;71.45;2,28383E+18
CENTRO SUL;1;2021;2;2,28383E+23;30.2;24.56;72.08;3847.64;1;0;0;129.0;24.93;70.98;2,28383E+18
CENTRO SUL;0;2021;3;2,28383E+23;79.2;23.69;77.53;3847.64;1;1;0;30.2;24.56;72.08;2,28383E+18
CENTRO SUL;3;2021;4;2,28383E+23;27.0;21.77;71.68;3847.64;0;1;1;79.2;23.69;77.53;2,28383E+18
CENTRO SUL;1;2021;5;2,28383E+23;164.8;15.51;76.38;3847.64;3;0;1;27.0;21.77;71.68;2,28383E+18
CENTRO SUL;1;2021;6;2,28383E+23;173.2;14.38;81.87;3847.64;1;3;0;164.8;15.51;76.38;2,28383E+18
CENTRO SUL;1;2021;7;2,28383E+23;46.6;13.59;77.22;3847.64;1;1;3;173.2;14.38;81.87;2,28383E+18
CENTRO SUL;0;2021;8;2,28383E+23;135.0;16.54;80.21;3847.64;1;1;1;46.6;13.59;77.22;2,28383E+18
CENTRO SUL;0;2021;9;2,28383E+23;202.2;18.21;79.4;3847.64;0;1;1;135.0;16.54;80.21;2,28383E+18
CENTRO SUL;0;2021;10;2,28383E+24;60.4;19.68;71.96;3847.64;0;0;1;202.2;18.21;79.4;2,28383E+18
CENTRO SUL;0;2021;11;2,28383E+24;85.0;21.9;69.75;3847.64;0;0;0;60.4;19.68;71.96;2,28383E+18
CENTRO SUL;0;2021;12;2,28383E+24;88.4;23.12;72.17;3847.64;0;0;0;85.0;21.9;69.75;2,28383E+18
CENTRO SUL;1;2022;1;2,28383E+23;195.2;26.21;71.14;3847.64;0;0;0;88.4;23.12;72.17;2,28383E+18
CENTRO SUL;3;2022;2;2,28383E+23;29.0;25.2;71.01;3847.64;1;0;0;195.2;26.21;71.14;2,28383E+18
CENTRO SUL;164;2022;3;2,28383E+23;184.8;22.67;76.84;3847.64;3;1;0;29.0;25.2;71.01;2,28383E+18
CENTRO SUL;248;2022;4;2,28383E+23;116.2;19.8;79.07;3847.64;164;3;1;184.8;22.67;76.84;2,28383E+18
CENTRO SUL;82;2022;5;2,28383E+23;153.8;15.64;84.43;3847.64;248;164;3;116.2;19.8;79.07;2,28383E+18
CENTRO SUL;26;2022;6;2,28383E+23;99.0;13.1;83.77;3847.64;82;248;164;153.8;15.64;84.43;2,28383E+18
CENTRO SUL;9;2022;7;2,28383E+23;150.2;16.35;83.82;3847.64;26;82;248;99.0;13.1;83.77;2,28383E+18
CENTRO SUL;6;2022;8;2,28383E+23;103.6;15.15;78.73;3847.64;9;26;82;150.2;16.35;83.82;2,28383E+18
CENTRO SUL;2;2022;9;2,28383E+23;73.2;16.52;75.62;3847.64;6;9;26;103.6;15.15;78.73;2,28383E+18
CENTRO SUL;2;2022;10;2,28383E+24;96.2;19.02;75.58;3847.64;2;6;9;73.2;16.52;75.62;2,28383E+18
CENTRO SUL;6;2022;11;2,28383E+24;52.2;20.99;70.63;3847.64;2;2;6;96.2;19.02;75.58;2,28383E+18
CENTRO SUL;2;2022;12;2,28383E+24;63.6;23.97;70.19;3847.64;6;2;2;52.2;20.99;70.63;2,28383E+18
CRISTAL;3;2017;1;-3,37E+23;194.8;25.37;77.69;7056.38;3;1;0;194.8;25.37;77.69;-3,37E+18
CRISTAL;2;2017;2;-3,37E+23;43.0;26.21;77.29;7056.38;3;3;1;194.8;25.37;77.69;-3,37E+18
CRISTAL;3;2017;3;-3,37E+23;162.2;23.32;78.28;7056.38;2;3;3;43.0;26.21;77.29;-3,37E+18
CRISTAL;0;2017;4;-3,37E+23;113.0;20.35;78.93;7056.38;3;2;3;162.2;23.32;78.28;-3,37E+18
CRISTAL;2;2017;5;-3,37E+23;179.8;18.44;86.78;7056.38;0;3;2;113.0;20.35;78.93;-3,37E+18
CRISTAL;0;2017;6;-3,37E+23;197.0;16.14;84.48;7056.38;2;0;3;179.8;18.44;86.78;-3,37E+18
CRISTAL;1;2017;7;-3,37E+23;17.0;16.8;75.65;7056.38;0;2;0;197.0;16.14;84.48;-3,37E+18
CRISTAL;1;2017;8;-3,37E+23;104.4;17.48;80.06;7056.38;1;0;2;17.0;16.8;75.65;-3,37E+18
CRISTAL;0;2017;9;-3,37E+23;166.4;20.31;81.49;7056.38;1;1;0;104.4;17.48;80.06;-3,37E+18
CRISTAL;0;2017;10;-3,37E+24;289.8;20.0;78.24;7056.38;0;1;1;166.4;20.31;81.49;-3,37E+18
CRISTAL;0;2017;11;-3,37E+24;136.0;20.72;73.89;7056.38;0;0;1;289.8;20.0;78.24;-3,37E+18
CRISTAL;0;2017;12;-3,37E+24;153.2;23.86;76.55;7056.38;0;0;0;136.0;20.72;73.89;-3,37E+18
CRISTAL;1;2018;1;-3,37E+23;149.8;24.55;77.28;7056.38;0;0;0;153.2;23.86;76.55;-3,37E+18
CRISTAL;2;2018;2;-3,37E+23;110.4;23.78;77.16;7056.38;1;0;0;149.8;24.55;77.28;-3,37E+18
CRISTAL;1;2018;3;-3,37E+23;116.6;22.99;79.94;7056.38;2;1;0;110.4;23.78;77.16;-3,37E+18
CRISTAL;0;2018;4;-3,37E+23;88.8;23.14;81.22;7056.38;1;2;1;116.6;22.99;79.94;-3,37E+18
CRISTAL;0;2018;5;-3,37E+23;91.8;18.05;82.33;7056.38;0;1;2;88.8;23.14;81.22;-3,37E+18
CRISTAL;0;2018;6;-3,37E+23;145.2;13.28;86.15;7056.38;0;0;1;91.8;18.05;82.33;-3,37E+18
CRISTAL;0;2018;7;-3,37E+23;167.6;14.52;87.67;7056.38;0;0;0;145.2;13.28;86.15;-3,37E+18
CRISTAL;0;2018;8;-3,37E+23;147.2;14.08;82.36;7056.38;0;0;0;167.6;14.52;87.67;-3,37E+18
CRISTAL;1;2018;9;-3,37E+23;147.0;19.11;83.8;7056.38;0;0;0;147.2;14.08;82.36;-3,37E+18
CRISTAL;0;2018;10;-3,37E+24;91.6;20.03;77.69;7056.38;1;0;0;147.0;19.11;83.8;-3,37E+18
CRISTAL;0;2018;11;-3,37E+24;129.2;22.58;74.61;7056.38;0;1;0;91.6;20.03;77.69;-3,37E+18
CRISTAL;0;2018;12;-3,37E+24;61.4;23.98;73.18;7056.38;0;0;1;129.2;22.58;74.61;-3,37E+18
CRISTAL;0;2019;1;-3,37E+23;117.6;26.66;77.85;7056.38;0;0;0;61.4;23.98;73.18;-3,37E+18
CRISTAL;0;2019;2;-3,37E+23;95.8;24.58;76.44;7056.38;0;0;0;117.6;26.66;77.85;-3,37E+18
CRISTAL;0;2019;3;-3,37E+23;80.2;22.99;78.65;7056.38;0;0;0;95.8;24.58;76.44;-3,37E+18
CRISTAL;0;2019;4;-3,37E+23;238.0;21.8;85.52;7056.38;0;0;0;80.2;22.99;78.65;-3,37E+18
CRISTAL;1;2019;5;-3,37E+23;250.6;19.06;90.15;7056.38;0;0;0;238.0;21.8;85.52;-3,37E+18
CRISTAL;0;2019;6;-3,37E+23;67.8;18.47;79.23;7056.38;1;0;0;250.6;19.06;90.15;-3,37E+18
CRISTAL;1;2019;7;-3,37E+23;134.2;13.65;80.61;7056.38;0;1;0;67.8;18.47;79.23;-3,37E+18
CRISTAL;0;2019;8;-3,37E+23;79.4;15.57;74.54;7056.38;1;0;1;134.2;13.65;80.61;-3,37E+18
CRISTAL;0;2019;9;-3,37E+23;90.8;16.91;76.06;7056.38;0;1;0;79.4;15.57;74.54;-3,37E+18
CRISTAL;2;2019;10;-3,37E+24;277.0;20.59;78.76;7056.38;0;0;1;90.8;16.91;76.06;-3,37E+18
CRISTAL;1;2019;11;-3,37E+24;91.2;22.24;73.57;7056.38;2;0;0;277.0;20.59;78.76;-3,37E+18
CRISTAL;0;2019;12;-3,37E+24;19.2;24.81;61.11;7056.38;1;2;0;91.2;22.24;73.57;-3,37E+18
CRISTAL;2;2020;1;-3,37E+23;81.6;25.32;70.41;7056.38;0;1;2;19.2;24.81;61.11;-3,37E+18
CRISTAL;1;2020;2;-3,37E+23;83.0;24.81;68.1;7056.38;2;0;1;81.6;25.32;70.41;-3,37E+18
CRISTAL;1;2020;3;-3,37E+23;23.4;24.48;71.13;7056.38;1;2;0;83.0;24.81;68.1;-3,37E+18
CRISTAL;0;2020;4;-3,37E+23;30.8;20.44;70.94;7056.38;1;1;2;23.4;24.48;71.13;-3,37E+18
CRISTAL;0;2020;5;-3,37E+23;132.2;16.83;74.98;7056.38;0;1;1;30.8;20.44;70.94;-3,37E+18
CRISTAL;0;2020;6;-3,37E+23;235.2;16.45;79.76;7056.38;0;0;1;132.2;16.83;74.98;-3,37E+18
CRISTAL;0;2020;7;-3,37E+23;262.0;13.73;78.43;7056.38;0;0;0;235.2;16.45;79.76;-3,37E+18
CRISTAL;0;2020;8;-3,37E+23;78.4;16.1;75.38;7056.38;0;0;0;262.0;13.73;78.43;-3,37E+18
CRISTAL;0;2020;9;-3,37E+23;230.2;16.87;81.81;7056.38;0;0;0;78.4;16.1;75.38;-3,37E+18
CRISTAL;0;2020;10;-3,37E+24;97.0;19.36;76.87;7056.38;0;0;0;230.2;16.87;81.81;-3,37E+18
CRISTAL;0;2020;11;-3,37E+24;52.4;21.7;72.57;7056.38;0;0;0;97.0;19.36;76.87;-3,37E+18
CRISTAL;0;2020;12;-3,37E+24;104.4;23.86;71.45;7056.38;0;0;0;52.4;21.7;72.57;-3,37E+18
CRISTAL;0;2021;1;-3,37E+23;129.0;24.93;70.98;7056.38;0;0;0;104.4;23.86;71.45;-3,37E+18
CRISTAL;0;2021;2;-3,37E+23;30.2;24.56;72.08;7056.38;0;0;0;129.0;24.93;70.98;-3,37E+18
CRISTAL;0;2021;3;-3,37E+23;79.2;23.69;77.53;7056.38;0;0;0;30.2;24.56;72.08;-3,37E+18
CRISTAL;1;2021;4;-3,37E+23;27.0;21.77;71.68;7056.38;0;0;0;79.2;23.69;77.53;-3,37E+18
CRISTAL;0;2021;5;-3,37E+23;164.8;15.51;76.38;7056.38;1;0;0;27.0;21.77;71.68;-3,37E+18
CRISTAL;0;2021;6;-3,37E+23;173.2;14.38;81.87;7056.38;0;1;0;164.8;15.51;76.38;-3,37E+18
CRISTAL;0;2021;7;-3,37E+23;46.6;13.59;77.22;7056.38;0;0;1;173.2;14.38;81.87;-3,37E+18
CRISTAL;0;2021;8;-3,37E+23;135.0;16.54;80.21;7056.38;0;0;0;46.6;13.59;77.22;-3,37E+18
CRISTAL;0;2021;9;-3,37E+23;202.2;18.21;79.4;7056.38;0;0;0;135.0;16.54;80.21;-3,37E+18
CRISTAL;0;2021;10;-3,37E+24;60.4;19.68;71.96;7056.38;0;0;0;202.2;18.21;79.4;-3,37E+18
CRISTAL;0;2021;11;-3,37E+24;85.0;21.9;69.75;7056.38;0;0;0;60.4;19.68;71.96;-3,37E+18
CRISTAL;0;2021;12;-3,37E+24;88.4;23.12;72.17;7056.38;0;0;0;85.0;21.9;69.75;-3,37E+18
CRISTAL;1;2022;1;-3,37E+23;195.2;26.21;71.14;7056.38;0;0;0;88.4;23.12;72.17;-3,37E+18
CRISTAL;0;2022;2;-3,37E+23;29.0;25.2;71.01;7056.38;1;0;0;195.2;26.21;71.14;-3,37E+18
CRISTAL;26;2022;3;-3,37E+23;184.8;22.67;76.84;7056.38;0;1;0;29.0;25.2;71.01;-3,37E+18
CRISTAL;96;2022;4;-3,37E+23;116.2;19.8;79.07;7056.38;26;0;1;184.8;22.67;76.84;-3,37E+18
CRISTAL;46;2022;5;-3,37E+23;153.8;15.64;84.43;7056.38;96;26;0;116.2;19.8;79.07;-3,37E+18
CRISTAL;5;2022;6;-3,37E+23;99.0;13.1;83.77;7056.38;46;96;26;153.8;15.64;84.43;-3,37E+18
